threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,1,300,0,299,0.00333333333333,0.0
0.02,4,300,0,296,0.0133333333333,0.0
0.03,8,300,0,292,0.0266666666667,0.0
0.04,17,300,0,283,0.0566666666667,0.0
0.05,26,300,0,274,0.0866666666667,0.0
0.06,37,300,0,263,0.123333333333,0.0
0.07,43,300,0,257,0.143333333333,0.0
0.08,54,298,2,246,0.18,0.00666666666667
0.09,59,298,2,241,0.196666666667,0.00666666666667
0.1,70,298,2,230,0.233333333333,0.00666666666667
0.11,76,298,2,224,0.253333333333,0.00666666666667
0.12,83,297,3,217,0.276666666667,0.01
0.13,97,297,3,203,0.323333333333,0.01
0.14,105,294,6,195,0.35,0.02
0.15,112,292,8,188,0.373333333333,0.0266666666667
0.16,118,292,8,182,0.393333333333,0.0266666666667
0.17,123,291,9,177,0.41,0.03
0.18,129,287,13,171,0.43,0.0433333333333
0.19,134,287,13,166,0.446666666667,0.0433333333333
0.2,140,286,14,160,0.466666666667,0.0466666666667
0.21,147,282,18,153,0.49,0.06
0.22,156,280,20,144,0.52,0.0666666666667
0.23,160,277,23,140,0.533333333333,0.0766666666667
0.24,167,272,28,133,0.556666666667,0.0933333333333
0.25,169,272,28,131,0.563333333333,0.0933333333333
0.26,174,271,29,126,0.58,0.0966666666667
0.27,178,270,30,122,0.593333333333,0.1
0.28,184,269,31,116,0.613333333333,0.103333333333
0.29,190,268,32,110,0.633333333333,0.106666666667
0.3,195,267,33,105,0.65,0.11
0.31,201,265,35,99,0.67,0.116666666667
0.32,207,262,38,93,0.69,0.126666666667
0.33,210,261,39,90,0.7,0.13
0.34,213,258,42,87,0.71,0.14
0.35,216,257,43,84,0.72,0.143333333333
0.36,219,257,43,81,0.73,0.143333333333
0.37,221,257,43,79,0.736666666667,0.143333333333
0.38,222,256,44,78,0.74,0.146666666667
0.39,224,255,45,76,0.746666666667,0.15
0.4,228,255,45,72,0.76,0.15
0.41,231,253,47,69,0.77,0.156666666667
