threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,2,300,0,298,0.00666666666667,0.0
0.03,3,300,0,297,0.01,0.0
0.04,6,300,0,294,0.02,0.0
0.05,11,300,0,289,0.0366666666667,0.0
0.06,13,300,0,287,0.0433333333333,0.0
0.07,17,300,0,283,0.0566666666667,0.0
0.08,23,300,0,277,0.0766666666667,0.0
0.09,29,300,0,271,0.0966666666667,0.0
0.1,34,300,0,266,0.113333333333,0.0
0.11,43,300,0,257,0.143333333333,0.0
0.12,50,300,0,250,0.166666666667,0.0
0.13,62,300,0,238,0.206666666667,0.0
0.14,67,300,0,233,0.223333333333,0.0
0.15,76,300,0,224,0.253333333333,0.0
0.16,83,300,0,217,0.276666666667,0.0
0.17,83,300,0,217,0.276666666667,0.0
0.18,90,300,0,210,0.3,0.0
0.19,96,300,0,204,0.32,0.0
0.2,100,300,0,200,0.333333333333,0.0
0.21,104,300,0,196,0.346666666667,0.0
0.22,110,300,0,190,0.366666666667,0.0
0.23,118,300,0,182,0.393333333333,0.0
0.24,127,300,0,173,0.423333333333,0.0
0.25,130,300,0,170,0.433333333333,0.0
0.26,135,300,0,165,0.45,0.0
0.27,138,300,0,162,0.46,0.0
0.28,144,300,0,156,0.48,0.0
0.29,148,299,1,152,0.493333333333,0.00333333333333
0.3,155,297,3,145,0.516666666667,0.01
0.31,162,297,3,138,0.54,0.01
0.32,164,297,3,136,0.546666666667,0.01
0.33,168,295,5,132,0.56,0.0166666666667
0.34,171,295,5,129,0.57,0.0166666666667
0.35,173,295,5,127,0.576666666667,0.0166666666667
0.36,182,295,5,118,0.606666666667,0.0166666666667
0.37,185,294,6,115,0.616666666667,0.02
0.38,186,294,6,114,0.62,0.02
0.39,190,293,7,110,0.633333333333,0.0233333333333
0.4,198,293,7,102,0.66,0.0233333333333
0.41,205,293,7,95,0.683333333333,0.0233333333333
0.42,210,292,8,90,0.7,0.0266666666667
