threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,0,300,0,300,0.0,0.0
0.03,1,300,0,299,0.00333333333333,0.0
0.04,2,300,0,298,0.00666666666667,0.0
0.05,3,300,0,297,0.01,0.0
0.06,7,300,0,293,0.0233333333333,0.0
0.07,9,300,0,291,0.03,0.0
0.08,15,300,0,285,0.05,0.0
0.09,17,300,0,283,0.0566666666667,0.0
0.1,24,300,0,276,0.08,0.0
0.11,30,300,0,270,0.1,0.0
0.12,40,300,0,260,0.133333333333,0.0
0.13,47,300,0,253,0.156666666667,0.0
0.14,54,300,0,246,0.18,0.0
0.15,61,300,0,239,0.203333333333,0.0
0.16,70,300,0,230,0.233333333333,0.0
0.17,76,300,0,224,0.253333333333,0.0
0.18,82,300,0,218,0.273333333333,0.0
0.19,92,300,0,208,0.306666666667,0.0
0.2,98,300,0,202,0.326666666667,0.0
0.21,102,300,0,198,0.34,0.0
0.22,107,299,1,193,0.356666666667,0.00333333333333
0.23,112,299,1,188,0.373333333333,0.00333333333333
0.24,116,299,1,184,0.386666666667,0.00333333333333
0.25,125,298,2,175,0.416666666667,0.00666666666667
0.26,131,298,2,169,0.436666666667,0.00666666666667
0.27,140,297,3,160,0.466666666667,0.01
0.28,145,296,4,155,0.483333333333,0.0133333333333
0.29,153,296,4,147,0.51,0.0133333333333
0.3,160,296,4,140,0.533333333333,0.0133333333333
0.31,169,294,6,131,0.563333333333,0.02
0.32,172,293,7,128,0.573333333333,0.0233333333333
0.33,177,292,8,123,0.59,0.0266666666667
0.34,184,292,8,116,0.613333333333,0.0266666666667
0.35,190,292,8,110,0.633333333333,0.0266666666667
0.36,193,292,8,107,0.643333333333,0.0266666666667
0.37,198,291,9,102,0.66,0.03
0.38,200,291,9,100,0.666666666667,0.03
0.39,202,290,10,98,0.673333333333,0.0333333333333
0.4,204,290,10,96,0.68,0.0333333333333
0.41,210,289,11,90,0.7,0.0366666666667
