threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,1,300,0,299,0.00333333333333,0.0
0.03,2,300,0,298,0.00666666666667,0.0
0.04,5,300,0,295,0.0166666666667,0.0
0.05,8,300,0,292,0.0266666666667,0.0
0.06,10,300,0,290,0.0333333333333,0.0
0.07,15,300,0,285,0.05,0.0
0.08,19,300,0,281,0.0633333333333,0.0
0.09,22,300,0,278,0.0733333333333,0.0
0.1,28,300,0,272,0.0933333333333,0.0
0.11,34,300,0,266,0.113333333333,0.0
0.12,38,300,0,262,0.126666666667,0.0
0.13,42,300,0,258,0.14,0.0
0.14,47,300,0,253,0.156666666667,0.0
0.15,60,300,0,240,0.2,0.0
0.16,65,300,0,235,0.216666666667,0.0
0.17,70,300,0,230,0.233333333333,0.0
0.18,82,300,0,218,0.273333333333,0.0
0.19,91,299,1,209,0.303333333333,0.00333333333333
0.2,99,299,1,201,0.33,0.00333333333333
0.21,103,298,2,197,0.343333333333,0.00666666666667
0.22,109,298,2,191,0.363333333333,0.00666666666667
0.23,113,298,2,187,0.376666666667,0.00666666666667
0.24,121,298,2,179,0.403333333333,0.00666666666667
0.25,129,298,2,171,0.43,0.00666666666667
0.26,134,297,3,166,0.446666666667,0.01
0.27,137,297,3,163,0.456666666667,0.01
0.28,144,297,3,156,0.48,0.01
0.29,150,297,3,150,0.5,0.01
0.3,154,295,5,146,0.513333333333,0.0166666666667
0.31,160,295,5,140,0.533333333333,0.0166666666667
0.32,163,295,5,137,0.543333333333,0.0166666666667
0.33,168,294,6,132,0.56,0.02
0.34,177,294,6,123,0.59,0.02
0.35,182,294,6,118,0.606666666667,0.02
0.36,188,294,6,112,0.626666666667,0.02
0.37,193,294,6,107,0.643333333333,0.02
0.38,197,292,8,103,0.656666666667,0.0266666666667
0.39,201,291,9,99,0.67,0.03
0.4,204,290,10,96,0.68,0.0333333333333
0.41,206,290,10,94,0.686666666667,0.0333333333333
