threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,4,300,0,296,0.0133333333333,0.0
0.03,6,300,0,294,0.02,0.0
0.04,8,300,0,292,0.0266666666667,0.0
0.05,11,300,0,289,0.0366666666667,0.0
0.06,13,300,0,287,0.0433333333333,0.0
0.07,21,300,0,279,0.07,0.0
0.08,31,300,0,269,0.103333333333,0.0
0.09,38,300,0,262,0.126666666667,0.0
0.1,49,300,0,251,0.163333333333,0.0
0.11,58,300,0,242,0.193333333333,0.0
0.12,68,300,0,232,0.226666666667,0.0
0.13,75,300,0,225,0.25,0.0
0.14,87,300,0,213,0.29,0.0
0.15,96,300,0,204,0.32,0.0
0.16,108,300,0,192,0.36,0.0
0.17,113,300,0,187,0.376666666667,0.0
0.18,124,300,0,176,0.413333333333,0.0
0.19,134,300,0,166,0.446666666667,0.0
0.2,135,299,1,165,0.45,0.00333333333333
0.21,141,299,1,159,0.47,0.00333333333333
0.22,146,299,1,154,0.486666666667,0.00333333333333
0.23,153,299,1,147,0.51,0.00333333333333
0.24,159,299,1,141,0.53,0.00333333333333
0.25,163,296,4,137,0.543333333333,0.0133333333333
0.26,166,296,4,134,0.553333333333,0.0133333333333
0.27,171,295,5,129,0.57,0.0166666666667
0.28,174,295,5,126,0.58,0.0166666666667
0.29,179,293,7,121,0.596666666667,0.0233333333333
0.3,185,293,7,115,0.616666666667,0.0233333333333
0.31,188,293,7,112,0.626666666667,0.0233333333333
0.32,191,293,7,109,0.636666666667,0.0233333333333
0.33,196,291,9,104,0.653333333333,0.03
0.34,207,290,10,93,0.69,0.0333333333333
0.35,209,289,11,91,0.696666666667,0.0366666666667
0.36,212,289,11,88,0.706666666667,0.0366666666667
0.37,213,289,11,87,0.71,0.0366666666667
0.38,216,287,13,84,0.72,0.0433333333333
0.39,220,287,13,80,0.733333333333,0.0433333333333
0.4,223,286,14,77,0.743333333333,0.0466666666667
0.41,225,282,18,75,0.75,0.06
