threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,1,300,0,299,0.00333333333333,0.0
0.03,4,300,0,296,0.0133333333333,0.0
0.04,5,300,0,295,0.0166666666667,0.0
0.05,5,300,0,295,0.0166666666667,0.0
0.06,7,300,0,293,0.0233333333333,0.0
0.07,10,300,0,290,0.0333333333333,0.0
0.08,15,300,0,285,0.05,0.0
0.09,22,300,0,278,0.0733333333333,0.0
0.1,27,300,0,273,0.09,0.0
0.11,33,300,0,267,0.11,0.0
0.12,47,300,0,253,0.156666666667,0.0
0.13,56,299,1,244,0.186666666667,0.00333333333333
0.14,62,299,1,238,0.206666666667,0.00333333333333
0.15,68,299,1,232,0.226666666667,0.00333333333333
0.16,78,299,1,222,0.26,0.00333333333333
0.17,91,299,1,209,0.303333333333,0.00333333333333
0.18,94,299,1,206,0.313333333333,0.00333333333333
0.19,103,298,2,197,0.343333333333,0.00666666666667
0.2,112,296,4,188,0.373333333333,0.0133333333333
0.21,121,296,4,179,0.403333333333,0.0133333333333
0.22,128,296,4,172,0.426666666667,0.0133333333333
0.23,131,296,4,169,0.436666666667,0.0133333333333
0.24,135,296,4,165,0.45,0.0133333333333
0.25,142,296,4,158,0.473333333333,0.0133333333333
0.26,149,296,4,151,0.496666666667,0.0133333333333
0.27,154,296,4,146,0.513333333333,0.0133333333333
0.28,167,296,4,133,0.556666666667,0.0133333333333
0.29,171,296,4,129,0.57,0.0133333333333
0.3,178,296,4,122,0.593333333333,0.0133333333333
0.31,183,296,4,117,0.61,0.0133333333333
0.32,190,295,5,110,0.633333333333,0.0166666666667
0.33,193,294,6,107,0.643333333333,0.02
0.34,199,292,8,101,0.663333333333,0.0266666666667
0.35,202,289,11,98,0.673333333333,0.0366666666667
0.36,207,288,12,93,0.69,0.04
0.37,210,288,12,90,0.7,0.04
0.38,212,287,13,88,0.706666666667,0.0433333333333
0.39,217,284,16,83,0.723333333333,0.0533333333333
