threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,2,300,0,298,0.00666666666667,0.0
0.03,4,300,0,296,0.0133333333333,0.0
0.04,10,300,0,290,0.0333333333333,0.0
0.05,11,300,0,289,0.0366666666667,0.0
0.06,19,300,0,281,0.0633333333333,0.0
0.07,26,300,0,274,0.0866666666667,0.0
0.08,32,300,0,268,0.106666666667,0.0
0.09,40,300,0,260,0.133333333333,0.0
0.1,51,300,0,249,0.17,0.0
0.11,60,300,0,240,0.2,0.0
0.12,71,300,0,229,0.236666666667,0.0
0.13,84,300,0,216,0.28,0.0
0.14,90,300,0,210,0.3,0.0
0.15,94,300,0,206,0.313333333333,0.0
0.16,101,299,1,199,0.336666666667,0.00333333333333
0.17,103,299,1,197,0.343333333333,0.00333333333333
0.18,115,299,1,185,0.383333333333,0.00333333333333
0.19,121,299,1,179,0.403333333333,0.00333333333333
0.2,127,299,1,173,0.423333333333,0.00333333333333
0.21,135,299,1,165,0.45,0.00333333333333
0.22,140,299,1,160,0.466666666667,0.00333333333333
0.23,146,299,1,154,0.486666666667,0.00333333333333
0.24,154,298,2,146,0.513333333333,0.00666666666667
0.25,158,297,3,142,0.526666666667,0.01
0.26,167,297,3,133,0.556666666667,0.01
0.27,171,297,3,129,0.57,0.01
0.28,177,296,4,123,0.59,0.0133333333333
0.29,179,296,4,121,0.596666666667,0.0133333333333
0.3,183,295,5,117,0.61,0.0166666666667
0.31,186,293,7,114,0.62,0.0233333333333
0.32,189,292,8,111,0.63,0.0266666666667
0.33,195,291,9,105,0.65,0.03
0.34,200,289,11,100,0.666666666667,0.0366666666667
0.35,203,287,13,97,0.676666666667,0.0433333333333
0.36,205,286,14,95,0.683333333333,0.0466666666667
0.37,205,286,14,95,0.683333333333,0.0466666666667
0.38,208,285,15,92,0.693333333333,0.05
0.39,212,285,15,88,0.706666666667,0.05
0.4,214,285,15,86,0.713333333333,0.05
