threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,2,300,0,298,0.00666666666667,0.0
0.03,4,300,0,296,0.0133333333333,0.0
0.04,7,300,0,293,0.0233333333333,0.0
0.05,10,300,0,290,0.0333333333333,0.0
0.06,14,300,0,286,0.0466666666667,0.0
0.07,16,300,0,284,0.0533333333333,0.0
0.08,25,300,0,275,0.0833333333333,0.0
0.09,29,300,0,271,0.0966666666667,0.0
0.1,38,300,0,262,0.126666666667,0.0
0.11,43,300,0,257,0.143333333333,0.0
0.12,49,300,0,251,0.163333333333,0.0
0.13,57,299,1,243,0.19,0.00333333333333
0.14,64,299,1,236,0.213333333333,0.00333333333333
0.15,70,299,1,230,0.233333333333,0.00333333333333
0.16,81,299,1,219,0.27,0.00333333333333
0.17,89,299,1,211,0.296666666667,0.00333333333333
0.18,96,299,1,204,0.32,0.00333333333333
0.19,109,299,1,191,0.363333333333,0.00333333333333
0.2,113,299,1,187,0.376666666667,0.00333333333333
0.21,121,299,1,179,0.403333333333,0.00333333333333
0.22,127,299,1,173,0.423333333333,0.00333333333333
0.23,134,299,1,166,0.446666666667,0.00333333333333
0.24,143,299,1,157,0.476666666667,0.00333333333333
0.25,149,298,2,151,0.496666666667,0.00666666666667
0.26,155,297,3,145,0.516666666667,0.01
0.27,161,297,3,139,0.536666666667,0.01
0.28,169,296,4,131,0.563333333333,0.0133333333333
0.29,174,295,5,126,0.58,0.0166666666667
0.3,175,295,5,125,0.583333333333,0.0166666666667
0.31,182,294,6,118,0.606666666667,0.02
0.32,183,294,6,117,0.61,0.02
0.33,188,293,7,112,0.626666666667,0.0233333333333
0.34,190,293,7,110,0.633333333333,0.0233333333333
0.35,195,293,7,105,0.65,0.0233333333333
0.36,198,293,7,102,0.66,0.0233333333333
0.37,203,292,8,97,0.676666666667,0.0266666666667
0.38,209,292,8,91,0.696666666667,0.0266666666667
0.39,216,291,9,84,0.72,0.03
