threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,2,300,0,298,0.00666666666667,0.0
0.02,3,300,0,297,0.01,0.0
0.03,6,300,0,294,0.02,0.0
0.04,8,300,0,292,0.0266666666667,0.0
0.05,12,300,0,288,0.04,0.0
0.06,17,300,0,283,0.0566666666667,0.0
0.07,22,300,0,278,0.0733333333333,0.0
0.08,24,300,0,276,0.08,0.0
0.09,29,300,0,271,0.0966666666667,0.0
0.1,37,300,0,263,0.123333333333,0.0
0.11,43,300,0,257,0.143333333333,0.0
0.12,54,300,0,246,0.18,0.0
0.13,67,300,0,233,0.223333333333,0.0
0.14,75,300,0,225,0.25,0.0
0.15,85,300,0,215,0.283333333333,0.0
0.16,88,300,0,212,0.293333333333,0.0
0.17,94,300,0,206,0.313333333333,0.0
0.18,101,300,0,199,0.336666666667,0.0
0.19,109,300,0,191,0.363333333333,0.0
0.2,114,300,0,186,0.38,0.0
0.21,130,300,0,170,0.433333333333,0.0
0.22,140,300,0,160,0.466666666667,0.0
0.23,149,300,0,151,0.496666666667,0.0
0.24,156,300,0,144,0.52,0.0
0.25,160,300,0,140,0.533333333333,0.0
0.26,163,300,0,137,0.543333333333,0.0
0.27,168,300,0,132,0.56,0.0
0.28,171,299,1,129,0.57,0.00333333333333
0.29,176,298,2,124,0.586666666667,0.00666666666667
0.3,182,297,3,118,0.606666666667,0.01
0.31,184,297,3,116,0.613333333333,0.01
0.32,185,296,4,115,0.616666666667,0.0133333333333
0.33,190,296,4,110,0.633333333333,0.0133333333333
0.34,196,295,5,104,0.653333333333,0.0166666666667
0.35,198,294,6,102,0.66,0.02
0.36,203,293,7,97,0.676666666667,0.0233333333333
0.37,206,293,7,94,0.686666666667,0.0233333333333
0.38,211,291,9,89,0.703333333333,0.03
0.39,212,291,9,88,0.706666666667,0.03
0.4,214,291,9,86,0.713333333333,0.03
0.41,216,290,10,84,0.72,0.0333333333333
0.42,219,290,10,81,0.73,0.0333333333333
0.43,223,290,10,77,0.743333333333,0.0333333333333
0.44,226,289,11,74,0.753333333333,0.0366666666667
0.45,230,288,12,70,0.766666666667,0.04
0.46,233,287,13,67,0.776666666667,0.0433333333333
0.47,236,286,14,64,0.786666666667,0.0466666666667
0.48,236,286,14,64,0.786666666667,0.0466666666667
0.49,239,284,16,61,0.796666666667,0.0533333333333
0.5,243,283,17,57,0.81,0.0566666666667
0.51,245,281,19,55,0.816666666667,0.0633333333333
0.52,248,277,23,52,0.826666666667,0.0766666666667
0.53,249,276,24,51,0.83,0.08
0.54,251,275,25,49,0.836666666667,0.0833333333333
0.55,252,274,26,48,0.84,0.0866666666667
0.56,257,273,27,43,0.856666666667,0.09
0.57,259,273,27,41,0.863333333333,0.09
0.58,261,271,29,39,0.87,0.0966666666667
0.59,264,270,30,36,0.88,0.1
0.6,264,268,32,36,0.88,0.106666666667
0.61,266,266,34,34,0.886666666667,0.113333333333
0.62,267,266,34,33,0.89,0.113333333333
0.63,269,264,36,31,0.896666666667,0.12
0.64,272,263,37,28,0.906666666667,0.123333333333
0.65,273,260,40,27,0.91,0.133333333333
0.66,273,259,41,27,0.91,0.136666666667
0.67,275,256,44,25,0.916666666667,0.146666666667
0.68,275,252,48,25,0.916666666667,0.16
0.69,275,251,49,25,0.916666666667,0.163333333333
0.7,275,251,49,25,0.916666666667,0.163333333333
0.71,275,250,50,25,0.916666666667,0.166666666667
0.72,275,248,52,25,0.916666666667,0.173333333333
0.73,277,248,52,23,0.923333333333,0.173333333333
0.74,278,247,53,22,0.926666666667,0.176666666667
0.75,278,246,54,22,0.926666666667,0.18
0.76,278,244,56,22,0.926666666667,0.186666666667
0.77,279,242,58,21,0.93,0.193333333333
0.78,280,239,61,20,0.933333333333,0.203333333333
0.79,281,238,62,19,0.936666666667,0.206666666667
0.8,282,236,64,18,0.94,0.213333333333
0.81,284,236,64,16,0.946666666667,0.213333333333
0.82,284,234,66,16,0.946666666667,0.22
0.83,284,233,67,16,0.946666666667,0.223333333333
0.84,284,232,68,16,0.946666666667,0.226666666667
0.85,284,231,69,16,0.946666666667,0.23
0.86,284,230,70,16,0.946666666667,0.233333333333
0.87,286,230,70,14,0.953333333333,0.233333333333
0.88,286,225,75,14,0.953333333333,0.25
0.89,286,225,75,14,0.953333333333,0.25
0.9,286,224,76,14,0.953333333333,0.253333333333
0.91,286,224,76,14,0.953333333333,0.253333333333
0.92,288,222,78,12,0.96,0.26
0.93,288,221,79,12,0.96,0.263333333333
0.94,289,220,80,11,0.963333333333,0.266666666667
0.95,289,218,82,11,0.963333333333,0.273333333333
0.96,289,214,86,11,0.963333333333,0.286666666667
0.97,289,211,89,11,0.963333333333,0.296666666667
0.98,290,209,91,10,0.966666666667,0.303333333333
0.99,290,208,92,10,0.966666666667,0.306666666667
1.0,290,207,93,10,0.966666666667,0.31
1.01,290,207,93,10,0.966666666667,0.31
1.02,290,205,95,10,0.966666666667,0.316666666667
1.03,290,203,97,10,0.966666666667,0.323333333333
1.04,290,203,97,10,0.966666666667,0.323333333333
1.05,290,202,98,10,0.966666666667,0.326666666667
1.06,290,202,98,10,0.966666666667,0.326666666667
1.07,290,201,99,10,0.966666666667,0.33
1.08,290,198,102,10,0.966666666667,0.34
1.09,290,193,107,10,0.966666666667,0.356666666667
1.1,290,191,109,10,0.966666666667,0.363333333333
1.11,290,190,110,10,0.966666666667,0.366666666667
1.12,291,188,112,9,0.97,0.373333333333
1.13,292,188,112,8,0.973333333333,0.373333333333
1.14,293,188,112,7,0.976666666667,0.373333333333
1.15,294,186,114,6,0.98,0.38
1.16,294,183,117,6,0.98,0.39
1.17,294,182,118,6,0.98,0.393333333333
1.18,294,181,119,6,0.98,0.396666666667
1.19,294,180,120,6,0.98,0.4
1.2,294,177,123,6,0.98,0.41
1.21,294,176,124,6,0.98,0.413333333333
1.22,294,176,124,6,0.98,0.413333333333
1.23,294,173,127,6,0.98,0.423333333333
1.24,294,170,130,6,0.98,0.433333333333
1.25,294,169,131,6,0.98,0.436666666667
1.26,294,167,133,6,0.98,0.443333333333
1.27,294,163,137,6,0.98,0.456666666667
1.28,295,158,142,5,0.983333333333,0.473333333333
1.29,295,157,143,5,0.983333333333,0.476666666667
1.3,296,155,145,4,0.986666666667,0.483333333333
1.31,296,153,147,4,0.986666666667,0.49
1.32,296,151,149,4,0.986666666667,0.496666666667
1.33,296,149,151,4,0.986666666667,0.503333333333
1.34,297,147,153,3,0.99,0.51
1.35,297,144,156,3,0.99,0.52
1.36,297,143,157,3,0.99,0.523333333333
1.37,297,141,159,3,0.99,0.53
1.38,297,141,159,3,0.99,0.53
1.39,297,140,160,3,0.99,0.533333333333
1.4,297,136,164,3,0.99,0.546666666667
1.41,297,134,166,3,0.99,0.553333333333
1.42,297,133,167,3,0.99,0.556666666667
1.43,297,132,168,3,0.99,0.56
1.44,297,132,168,3,0.99,0.56
1.45,297,127,173,3,0.99,0.576666666667
1.46,297,127,173,3,0.99,0.576666666667
1.47,297,124,176,3,0.99,0.586666666667
1.48,297,124,176,3,0.99,0.586666666667
1.49,297,122,178,3,0.99,0.593333333333
1.5,297,120,180,3,0.99,0.6
1.51,297,118,182,3,0.99,0.606666666667
1.52,297,116,184,3,0.99,0.613333333333
1.53,297,114,186,3,0.99,0.62
1.54,297,112,188,3,0.99,0.626666666667
1.55,297,107,193,3,0.99,0.643333333333
1.56,297,103,197,3,0.99,0.656666666667
1.57,297,102,198,3,0.99,0.66
1.58,298,102,198,2,0.993333333333,0.66
1.59,298,101,199,2,0.993333333333,0.663333333333
1.6,298,98,202,2,0.993333333333,0.673333333333
1.61,298,97,203,2,0.993333333333,0.676666666667
1.62,298,94,206,2,0.993333333333,0.686666666667
1.63,298,93,207,2,0.993333333333,0.69
1.64,298,92,208,2,0.993333333333,0.693333333333
1.65,298,90,210,2,0.993333333333,0.7
1.66,299,87,213,1,0.996666666667,0.71
1.67,299,87,213,1,0.996666666667,0.71
1.68,299,86,214,1,0.996666666667,0.713333333333
1.69,299,83,217,1,0.996666666667,0.723333333333
1.7,299,81,219,1,0.996666666667,0.73
1.71,299,78,222,1,0.996666666667,0.74
1.72,299,76,224,1,0.996666666667,0.746666666667
1.73,299,75,225,1,0.996666666667,0.75
1.74,299,74,226,1,0.996666666667,0.753333333333
1.75,299,70,230,1,0.996666666667,0.766666666667
1.76,299,69,231,1,0.996666666667,0.77
1.77,299,67,233,1,0.996666666667,0.776666666667
1.78,299,66,234,1,0.996666666667,0.78
1.79,299,65,235,1,0.996666666667,0.783333333333
1.8,299,62,238,1,0.996666666667,0.793333333333
1.81,299,61,239,1,0.996666666667,0.796666666667
1.82,299,61,239,1,0.996666666667,0.796666666667
1.83,299,61,239,1,0.996666666667,0.796666666667
1.84,299,59,241,1,0.996666666667,0.803333333333
1.85,299,56,244,1,0.996666666667,0.813333333333
1.86,299,56,244,1,0.996666666667,0.813333333333
1.87,299,56,244,1,0.996666666667,0.813333333333
1.88,299,53,247,1,0.996666666667,0.823333333333
1.89,299,52,248,1,0.996666666667,0.826666666667
1.9,299,51,249,1,0.996666666667,0.83
1.91,299,50,250,1,0.996666666667,0.833333333333
1.92,299,47,253,1,0.996666666667,0.843333333333
1.93,299,45,255,1,0.996666666667,0.85
1.94,299,42,258,1,0.996666666667,0.86
1.95,299,42,258,1,0.996666666667,0.86
1.96,299,41,259,1,0.996666666667,0.863333333333
1.97,299,41,259,1,0.996666666667,0.863333333333
1.98,299,39,261,1,0.996666666667,0.87
1.99,300,38,262,0,1.0,0.873333333333
2.0,300,38,262,0,1.0,0.873333333333
2.01,300,35,265,0,1.0,0.883333333333
2.02,300,34,266,0,1.0,0.886666666667
2.03,300,33,267,0,1.0,0.89
2.04,300,32,268,0,1.0,0.893333333333
2.05,300,31,269,0,1.0,0.896666666667
2.06,300,31,269,0,1.0,0.896666666667
2.07,300,28,272,0,1.0,0.906666666667
2.08,300,25,275,0,1.0,0.916666666667
2.09,300,23,277,0,1.0,0.923333333333
2.1,300,23,277,0,1.0,0.923333333333
2.11,300,23,277,0,1.0,0.923333333333
2.12,300,22,278,0,1.0,0.926666666667
2.13,300,18,282,0,1.0,0.94
2.14,300,17,283,0,1.0,0.943333333333
2.15,300,16,284,0,1.0,0.946666666667
2.16,300,14,286,0,1.0,0.953333333333
2.17,300,13,287,0,1.0,0.956666666667
2.18,300,13,287,0,1.0,0.956666666667
2.19,300,13,287,0,1.0,0.956666666667
2.2,300,11,289,0,1.0,0.963333333333
2.21,300,10,290,0,1.0,0.966666666667
2.22,300,9,291,0,1.0,0.97
2.23,300,7,293,0,1.0,0.976666666667
2.24,300,6,294,0,1.0,0.98
2.25,300,6,294,0,1.0,0.98
2.26,300,6,294,0,1.0,0.98
2.27,300,6,294,0,1.0,0.98
2.28,300,6,294,0,1.0,0.98
2.29,300,6,294,0,1.0,0.98
2.3,300,6,294,0,1.0,0.98
2.31,300,6,294,0,1.0,0.98
2.32,300,5,295,0,1.0,0.983333333333
2.33,300,5,295,0,1.0,0.983333333333
2.34,300,5,295,0,1.0,0.983333333333
2.35,300,5,295,0,1.0,0.983333333333
2.36,300,5,295,0,1.0,0.983333333333
2.37,300,4,296,0,1.0,0.986666666667
2.38,300,4,296,0,1.0,0.986666666667
2.39,300,4,296,0,1.0,0.986666666667
2.4,300,4,296,0,1.0,0.986666666667
