threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,1,300,0,299,0.00333333333333,0.0
0.03,2,300,0,298,0.00666666666667,0.0
0.04,4,300,0,296,0.0133333333333,0.0
0.05,9,300,0,291,0.03,0.0
0.06,15,300,0,285,0.05,0.0
0.07,20,300,0,280,0.0666666666667,0.0
0.08,23,300,0,277,0.0766666666667,0.0
0.09,30,300,0,270,0.1,0.0
0.1,35,300,0,265,0.116666666667,0.0
0.11,40,300,0,260,0.133333333333,0.0
0.12,46,300,0,254,0.153333333333,0.0
0.13,49,300,0,251,0.163333333333,0.0
0.14,53,300,0,247,0.176666666667,0.0
0.15,58,300,0,242,0.193333333333,0.0
0.16,65,300,0,235,0.216666666667,0.0
0.17,73,300,0,227,0.243333333333,0.0
0.18,77,300,0,223,0.256666666667,0.0
0.19,84,300,0,216,0.28,0.0
0.2,95,300,0,205,0.316666666667,0.0
0.21,102,298,2,198,0.34,0.00666666666667
0.22,108,298,2,192,0.36,0.00666666666667
0.23,116,298,2,184,0.386666666667,0.00666666666667
0.24,126,298,2,174,0.42,0.00666666666667
0.25,138,298,2,162,0.46,0.00666666666667
0.26,142,298,2,158,0.473333333333,0.00666666666667
0.27,148,298,2,152,0.493333333333,0.00666666666667
0.28,154,297,3,146,0.513333333333,0.01
0.29,160,297,3,140,0.533333333333,0.01
0.3,166,297,3,134,0.553333333333,0.01
0.31,174,296,4,126,0.58,0.0133333333333
0.32,177,296,4,123,0.59,0.0133333333333
0.33,179,296,4,121,0.596666666667,0.0133333333333
0.34,182,295,5,118,0.606666666667,0.0166666666667
0.35,187,294,6,113,0.623333333333,0.02
0.36,190,294,6,110,0.633333333333,0.02
0.37,198,294,6,102,0.66,0.02
0.38,201,294,6,99,0.67,0.02
0.39,204,292,8,96,0.68,0.0266666666667
0.4,205,291,9,95,0.683333333333,0.03
0.41,208,291,9,92,0.693333333333,0.03
0.42,218,290,10,82,0.726666666667,0.0333333333333
