threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,2,300,0,298,0.00666666666667,0.0
0.03,3,300,0,297,0.01,0.0
0.04,4,300,0,296,0.0133333333333,0.0
0.05,7,300,0,293,0.0233333333333,0.0
0.06,10,300,0,290,0.0333333333333,0.0
0.07,12,300,0,288,0.04,0.0
0.08,14,300,0,286,0.0466666666667,0.0
0.09,20,300,0,280,0.0666666666667,0.0
0.1,27,300,0,273,0.09,0.0
0.11,29,300,0,271,0.0966666666667,0.0
0.12,35,300,0,265,0.116666666667,0.0
0.13,39,300,0,261,0.13,0.0
0.14,44,300,0,256,0.146666666667,0.0
0.15,53,300,0,247,0.176666666667,0.0
0.16,58,300,0,242,0.193333333333,0.0
0.17,64,300,0,236,0.213333333333,0.0
0.18,69,300,0,231,0.23,0.0
0.19,80,300,0,220,0.266666666667,0.0
0.2,86,299,1,214,0.286666666667,0.00333333333333
0.21,93,299,1,207,0.31,0.00333333333333
0.22,101,298,2,199,0.336666666667,0.00666666666667
0.23,107,298,2,193,0.356666666667,0.00666666666667
0.24,117,297,3,183,0.39,0.01
0.25,128,297,3,172,0.426666666667,0.01
0.26,136,297,3,164,0.453333333333,0.01
0.27,148,297,3,152,0.493333333333,0.01
0.28,156,297,3,144,0.52,0.01
0.29,161,297,3,139,0.536666666667,0.01
0.3,168,296,4,132,0.56,0.0133333333333
0.31,172,296,4,128,0.573333333333,0.0133333333333
0.32,180,296,4,120,0.6,0.0133333333333
0.33,184,294,6,116,0.613333333333,0.02
0.34,187,291,9,113,0.623333333333,0.03
0.35,196,291,9,104,0.653333333333,0.03
0.36,200,291,9,100,0.666666666667,0.03
0.37,206,291,9,94,0.686666666667,0.03
0.38,207,291,9,93,0.69,0.03
0.39,216,289,11,84,0.72,0.0366666666667
0.4,219,289,11,81,0.73,0.0366666666667
0.41,224,289,11,76,0.746666666667,0.0366666666667
0.42,230,288,12,70,0.766666666667,0.04
