1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2002_12_23_19_00-shot23_163-Track1-Frame39654-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2002_12_23_19_00-shot23_179-Track1-Frame41798-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2003_05_27_19_00-shot27_177-Track1-Frame45007-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2003_05_27_19_00-shot27_178-Track1-Frame45159-Face2.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2003_05_27_19_00-shot27_179-Track1-Frame45241-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2003_05_27_19_00-shot27_180-Track1-Frame45389-Face2.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_04_14_19_00-shot14_152-Track1-Frame45953-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_04_14_19_00-shot14_153-Track1-Frame46280-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_04_14_19_00-shot14_154-Track1-Frame46544-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_04_14_19_00-shot14_155-Track1-Frame46653-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_04_14_19_00-shot14_156-Track1-Frame46865-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_03_19_00-shot03_157-Track1-Frame40755-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_03_19_00-shot03_163-Track1-Frame42004-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_12_19_00-shot12_15-Track1-Frame2694-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_12_19_00-shot12_158-Track1-Frame36932-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_12_19_00-shot12_159-Track1-Frame37127-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_12_19_00-shot12_160-Track1-Frame37324-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_16_19_00-shot16_135-Track1-Frame23210-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_16_19_00-shot16_136-Track1-Frame23481-Face1.png
1,data/lfw/dlib-affine-sz:96/aifukuhara/aifukuhara_2004_08_17_19_00-shot17_182-Track2-Frame35460-Face1.png
